y,m,d,Rainfall,Snowfall,SNO,SNOmlt,Tsnow,EXC,ET_soil,INF,REC,SMF,SMS,GW,SRUN,INT,BAS,RUNOFF,Qobs
1992,5,3,2.390,0.000,0.000,0.000,6.500,-1.734,0.770,0.000,0.000,0.000,449.102,6.156,0.000,0.000,1.356,1.356,1.66
1992,5,4,0.470,0.000,0.000,0.000,8.200,-3.654,1.360,0.000,0.000,0.000,447.742,5.045,0.000,0.000,1.111,1.111,1.47
1992,5,5,1.160,0.000,0.000,0.000,9.200,-2.964,1.400,0.000,0.000,0.000,446.342,4.134,0.000,0.000,0.911,0.911,1.40
1992,5,6,0.670,0.000,0.000,0.000,10.400,-3.454,2.020,0.000,0.000,0.000,444.322,3.388,0.000,0.000,0.746,0.746,1.34
1992,5,7,0.000,0.000,0.000,0.000,10.200,-4.124,3.170,0.000,0.000,0.000,441.152,2.776,0.000,0.000,0.612,0.612,1.29
1992,5,8,1.910,0.000,0.000,0.000,11.700,-2.214,2.820,0.000,0.000,0.000,438.332,2.275,0.000,0.000,0.501,0.501,1.24
1992,5,9,0.910,0.000,0.000,0.000,11.600,-3.214,2.440,0.000,0.000,0.000,435.892,1.864,0.000,0.000,0.411,0.411,1.18
1992,5,10,4.590,0.000,0.000,0.000,11.700,0.466,2.380,0.466,0.194,0.234,433.746,1.719,0.000,0.038,0.379,0.416,1.11
1992,5,11,9.580,0.000,0.000,0.000,9.500,5.456,2.640,5.456,2.267,2.750,433.856,3.662,0.000,0.439,0.807,1.246,1.19
1992,5,12,0.000,0.000,0.000,0.000,11.200,-4.124,3.440,0.000,0.000,0.000,430.416,3.001,0.000,0.000,0.661,0.661,1.08
1992,5,13,0.000,0.000,0.000,0.000,14.400,-4.124,3.930,0.000,0.000,0.000,426.486,2.459,0.000,0.000,0.542,0.542,1.04
1992,5,14,0.060,0.000,0.000,0.000,16.500,-4.064,4.000,0.000,0.000,0.000,422.486,2.015,0.000,0.000,0.444,0.444,1.04
1992,5,15,0.030,0.000,0.000,0.000,16.900,-4.094,4.100,0.000,0.000,0.000,418.386,1.651,0.000,0.000,0.364,0.364,1.04
1992,5,16,0.200,0.000,0.000,0.000,17.100,-3.924,4.020,0.000,0.000,0.000,414.366,1.353,0.000,0.000,0.298,0.298,1.03
1992,5,17,1.020,0.000,0.000,0.000,15.600,-3.104,3.230,0.000,0.000,0.000,411.136,1.109,0.000,0.000,0.244,0.244,1.00
1992,5,18,0.000,0.000,0.000,0.000,13.800,-4.124,3.840,0.000,0.000,0.000,407.296,0.909,0.000,0.000,0.200,0.200,1.01
1992,5,19,0.000,0.000,0.000,0.000,12.800,-4.124,3.950,0.000,0.000,0.000,403.346,0.745,0.000,0.000,0.164,0.164,1.00
1992,5,20,3.680,0.000,0.000,0.000,12.400,-0.444,3.700,0.000,0.000,0.000,399.646,0.610,0.000,0.000,0.134,0.134,0.97
1992,5,21,1.730,0.000,0.000,0.000,11.800,-2.394,3.910,0.000,0.000,0.000,395.736,0.500,0.000,0.000,0.110,0.110,0.94
1992,5,22,2.150,0.000,0.000,0.000,12.400,-1.974,3.870,0.000,0.000,0.000,391.866,0.410,0.000,0.000,0.090,0.090,0.89
1992,5,23,3.120,0.000,0.000,0.000,13.600,-1.004,3.780,0.000,0.000,0.000,388.086,0.336,0.000,0.000,0.074,0.074,0.88
1992,5,24,4.160,0.000,0.000,0.000,13.800,0.036,3.670,0.036,0.013,0.020,384.436,0.291,0.000,0.003,0.064,0.067,0.80
1992,5,25,3.560,0.000,0.000,0.000,13.900,-0.564,3.040,0.000,0.000,0.000,381.396,0.239,0.000,0.000,0.053,0.053,0.80
1992,5,26,3.490,0.000,0.000,0.000,14.900,-0.634,3.880,0.000,0.000,0.000,377.516,0.196,0.000,0.000,0.043,0.043,0.85
1992,5,27,2.670,0.000,0.000,0.000,14.400,-1.454,3.590,0.000,0.000,0.000,373.926,0.160,0.000,0.000,0.035,0.035,0.93
1992,5,28,0.380,0.000,0.000,0.000,15.200,-3.744,3.970,0.000,0.000,0.000,369.956,0.131,0.000,0.000,0.029,0.029,0.91
1992,5,29,4.260,0.000,0.000,0.000,14.400,0.136,2.890,0.136,0.049,0.078,367.143,0.171,0.000,0.009,0.038,0.047,0.90
1992,5,30,1.390,0.000,0.000,0.000,15.400,-2.734,3.640,0.000,0.000,0.000,363.503,0.141,0.000,0.000,0.031,0.031,1.05
1992,5,31,10.890,0.000,0.000,0.000,15.000,6.766,2.410,6.766,2.389,3.920,365.014,3.328,0.000,0.456,0.733,1.189,1.09
1992,6,1,1.640,0.000,0.000,0.000,16.100,-2.484,3.670,0.000,0.000,0.000,361.344,2.727,0.000,0.000,0.601,0.601,1.21
1992,6,2,4.520,0.000,0.000,0.000,16.900,0.396,3.190,0.396,0.139,0.230,358.384,2.423,0.000,0.027,0.534,0.560,1.15
1992,6,3,15.640,0.000,0.000,0.000,14.300,11.516,2.270,11.516,4.014,6.737,362.851,7.506,0.000,0.766,1.654,2.419,1.40
1992,6,4,1.990,0.000,0.000,0.000,14.500,-2.134,3.550,0.000,0.000,0.000,359.301,6.151,0.000,0.000,1.355,1.355,1.35
1992,6,5,10.470,0.000,0.000,0.000,13.400,6.346,3.170,6.346,2.217,3.706,359.837,8.077,0.000,0.423,1.780,2.203,1.36
1992,6,6,4.730,0.000,0.000,0.000,11.500,0.606,3.370,0.606,0.212,0.354,356.820,6.909,0.000,0.040,1.522,1.563,1.29
1992,6,7,1.650,0.000,0.000,0.000,12.900,-2.474,3.680,0.000,0.000,0.000,353.140,5.662,0.000,0.000,1.247,1.247,1.23
1992,6,8,4.260,0.000,0.000,0.000,11.800,0.136,2.620,0.136,0.047,0.080,350.601,4.705,0.000,0.009,1.037,1.046,1.27
1992,6,9,2.700,0.000,0.000,0.000,12.800,-1.424,3.210,0.000,0.000,0.000,347.391,3.856,0.000,0.000,0.849,0.849,1.36
1992,6,10,2.200,0.000,0.000,0.000,13.300,-1.924,3.520,0.000,0.000,0.000,343.871,3.160,0.000,0.000,0.696,0.696,1.75
1992,6,11,7.470,0.000,0.000,0.000,12.300,3.346,2.760,3.346,1.122,2.010,343.121,4.237,0.000,0.213,0.933,1.147,1.39
1992,6,12,5.310,0.000,0.000,0.000,12.600,1.186,2.790,1.186,0.397,0.714,341.044,4.056,0.000,0.075,0.894,0.969,1.02
1992,6,13,5.520,0.000,0.000,0.000,13.700,1.396,2.780,1.396,0.465,0.843,339.107,4.015,0.000,0.088,0.885,0.973,0.99
1992,6,14,0.400,0.000,0.000,0.000,15.500,-3.724,3.460,0.000,0.000,0.000,335.647,3.290,0.000,0.000,0.725,0.725,0.91
1992,6,15,0.000,0.000,0.000,0.000,17.000,-4.124,4.770,0.000,0.000,0.000,330.877,2.696,0.000,0.000,0.594,0.594,0.91
1992,6,16,0.230,0.000,0.000,0.000,17.500,-3.894,4.250,0.000,0.000,0.000,326.627,2.209,0.000,0.000,0.487,0.487,0.98
1992,6,17,6.600,0.000,0.000,0.000,16.100,2.476,3.410,2.476,0.791,1.534,324.752,3.068,0.000,0.150,0.676,0.826,1.05
1992,6,18,2.310,0.000,0.000,0.000,15.000,-1.814,3.220,0.000,0.000,0.000,321.532,2.514,0.000,0.000,0.554,0.554,0.99
1992,6,19,23.230,0.000,0.000,0.000,10.000,19.106,0.940,19.106,6.018,11.948,332.540,11.851,0.000,1.140,2.611,3.751,2.92
1992,6,20,3.990,0.000,0.000,0.000,14.100,-0.134,3.790,0.000,0.000,0.000,328.750,9.712,0.000,0.000,2.140,2.140,1.75
1992,6,21,1.630,0.000,0.000,0.000,13.100,-2.494,2.450,0.000,0.000,0.000,326.300,7.958,0.000,0.000,1.753,1.753,1.26
1992,6,22,0.000,0.000,0.000,0.000,17.400,-4.124,3.480,0.000,0.000,0.000,322.820,6.522,0.000,0.000,1.437,1.437,1.01
1992,6,23,10.160,0.000,0.000,0.000,16.000,6.036,3.170,6.036,1.908,3.766,323.416,8.430,0.000,0.361,1.857,2.219,0.89
1992,6,24,14.650,0.000,0.000,0.000,15.400,10.526,3.700,10.526,3.334,6.561,326.277,12.285,0.000,0.632,2.707,3.338,1.36
1992,6,25,33.550,0.000,0.000,0.000,13.500,29.426,1.140,29.426,9.396,18.248,343.386,25.020,0.000,1.781,5.512,7.294,2.84
1992,6,26,6.310,0.000,0.000,0.000,15.500,2.186,3.410,2.186,0.732,1.315,341.290,21.580,0.000,0.139,4.755,4.894,2.12
1992,6,27,0.160,0.000,0.000,0.000,15.600,-3.964,4.300,0.000,0.000,0.000,336.990,17.684,0.000,0.000,3.896,3.896,1.46
1992,6,28,0.000,0.000,0.000,0.000,15.900,-4.124,4.680,0.000,0.000,0.000,332.310,14.492,0.000,0.000,3.193,3.193,1.16
1992,6,29,0.040,0.000,0.000,0.000,17.100,-4.084,4.180,0.000,0.000,0.000,328.130,11.875,0.000,0.000,2.616,2.616,0.93
1992,6,30,0.040,0.000,0.000,0.000,18.800,-4.084,4.560,0.000,0.000,0.000,323.570,9.731,0.000,0.000,2.144,2.144,0.90
1992,7,1,9.690,0.000,0.000,0.000,16.000,5.566,2.160,5.566,1.764,3.468,324.878,10.816,0.000,0.334,2.383,2.717,0.86
1992,7,2,25.830,0.000,0.000,0.000,14.600,21.706,1.700,21.706,6.903,13.494,336.673,19.922,0.000,1.308,4.389,5.697,0.91
1992,7,3,0.460,0.000,0.000,0.000,16.900,-3.664,3.890,0.000,0.000,0.000,332.783,16.325,0.000,0.000,3.597,3.597,0.83
1992,7,4,23.000,0.000,0.000,0.000,14.100,18.876,1.530,18.876,6.140,11.571,342.823,22.859,0.000,1.165,5.036,6.202,1.09
1992,7,5,14.390,0.000,0.000,0.000,11.800,10.266,1.630,10.266,3.433,6.180,347.373,23.797,0.000,0.653,5.243,5.896,2.66
1992,7,6,2.700,0.000,0.000,0.000,13.200,-1.424,3.130,0.000,0.000,0.000,344.243,19.500,0.000,0.000,4.296,4.296,1.82
1992,7,7,3.300,0.000,0.000,0.000,13.500,-0.824,3.370,0.000,0.000,0.000,340.873,15.980,0.000,0.000,3.521,3.521,1.49
1992,7,8,1.470,0.000,0.000,0.000,15.300,-2.654,3.320,0.000,0.000,0.000,337.553,13.095,0.000,0.000,2.885,2.885,1.32
1992,7,9,2.820,0.000,0.000,0.000,15.600,-1.304,3.540,0.000,0.000,0.000,334.013,10.731,0.000,0.000,2.364,2.364,1.37
1992,7,10,3.610,0.000,0.000,0.000,15.700,-0.514,3.620,0.000,0.000,0.000,330.393,8.793,0.000,0.000,1.937,1.937,2.05
1992,7,11,22.910,0.000,0.000,0.000,12.600,18.786,1.660,18.786,6.070,11.565,340.298,16.683,0.000,1.151,3.675,4.827,4.78
1992,7,12,7.290,0.000,0.000,0.000,12.300,3.166,2.100,3.166,1.051,1.915,340.113,15.240,0.000,0.200,3.358,3.557,3.06
1992,7,13,0.680,0.000,0.000,0.000,14.500,-3.444,3.760,0.000,0.000,0.000,336.353,12.488,0.000,0.000,2.751,2.751,2.47
1992,7,14,0.000,0.000,0.000,0.000,16.400,-4.124,4.020,0.000,0.000,0.000,332.333,10.234,0.000,0.000,2.255,2.255,1.89
1992,7,15,0.520,0.000,0.000,0.000,17.800,-3.604,3.430,0.000,0.000,0.000,328.903,8.386,0.000,0.000,1.848,1.848,1.63
1992,7,16,1.080,0.000,0.000,0.000,17.600,-3.044,3.990,0.000,0.000,0.000,324.913,6.872,0.000,0.000,1.514,1.514,1.54
1992,7,17,0.700,0.000,0.000,0.000,19.200,-3.424,4.410,0.000,0.000,0.000,320.503,5.631,0.000,0.000,1.241,1.241,1.39
1992,7,18,3.760,0.000,0.000,0.000,18.500,-0.364,3.360,0.000,0.000,0.000,317.143,4.615,0.000,0.000,1.017,1.017,1.28
1992,7,19,0.000,0.000,0.000,0.000,19.800,-4.124,4.690,0.000,0.000,0.000,312.453,3.782,0.000,0.000,0.833,0.833,1.20
1992,7,20,2.280,0.000,0.000,0.000,20.700,-1.844,4.230,0.000,0.000,0.000,308.223,3.099,0.000,0.000,0.683,0.683,1.19
1992,7,21,9.090,0.000,0.000,0.000,20.900,4.966,4.530,4.966,1.503,3.179,306.871,5.144,0.000,0.284,1.133,1.417,1.22
1992,7,22,19.980,0.000,0.000,0.000,16.700,15.856,2.160,15.856,4.780,10.173,314.884,12.552,0.000,0.903,2.765,3.668,1.66
1992,7,23,0.190,0.000,0.000,0.000,18.300,-3.934,3.600,0.000,0.000,0.000,311.284,10.286,0.000,0.000,2.266,2.266,1.46
1992,7,24,3.010,0.000,0.000,0.000,18.900,-1.114,3.640,0.000,0.000,0.000,307.644,8.429,0.000,0.000,1.857,1.857,1.16
1992,7,25,1.570,0.000,0.000,0.000,18.200,-2.554,2.990,0.000,0.000,0.000,304.654,6.907,0.000,0.000,1.522,1.522,1.00
1992,7,26,0.120,0.000,0.000,0.000,19.100,-4.004,3.420,0.000,0.000,0.000,301.234,5.660,0.000,0.000,1.247,1.247,0.89
1992,7,27,0.560,0.000,0.000,0.000,20.400,-3.564,4.400,0.000,0.000,0.000,296.834,4.638,0.000,0.000,1.022,1.022,0.85
1992,7,28,1.460,0.000,0.000,0.000,17.000,-2.664,3.620,0.000,0.000,0.000,293.214,3.801,0.000,0.000,0.837,0.837,0.86
1992,7,29,0.300,0.000,0.000,0.000,19.300,-3.824,3.840,0.000,0.000,0.000,289.374,3.115,0.000,0.000,0.686,0.686,0.93
1992,7,30,0.000,0.000,0.000,0.000,22.000,-4.124,4.800,0.000,0.000,0.000,284.574,2.552,0.000,0.000,0.562,0.562,1.42
1992,7,31,1.080,0.000,0.000,0.000,21.100,-3.044,4.050,0.000,0.000,0.000,280.524,2.091,0.000,0.000,0.461,0.461,0.81
1992,8,1,1.750,0.000,0.000,0.000,20.300,-2.374,3.740,0.000,0.000,0.000,276.784,1.714,0.000,0.000,0.378,0.378,2.11
1992,8,2,0.140,0.000,0.000,0.000,20.500,-3.984,3.840,0.000,0.000,0.000,272.944,1.404,0.000,0.000,0.309,0.309,1.35
1992,8,3,2.190,0.000,0.000,0.000,21.800,-1.934,4.040,0.000,0.000,0.000,268.904,1.151,0.000,0.000,0.254,0.254,0.94
1992,8,4,25.050,0.000,0.000,0.000,18.200,20.926,2.390,20.926,5.570,14.312,280.827,12.672,0.000,1.044,2.792,3.836,1.59
1992,8,5,0.000,0.000,0.000,0.000,19.500,-4.124,4.100,0.000,0.000,0.000,276.727,10.384,0.000,0.000,2.288,2.288,1.00
1992,8,6,0.360,0.000,0.000,0.000,21.100,-3.764,3.100,0.000,0.000,0.000,273.627,8.509,0.000,0.000,1.875,1.875,0.83
1992,8,7,0.890,0.000,0.000,0.000,22.200,-3.234,3.600,0.000,0.000,0.000,270.027,6.973,0.000,0.000,1.536,1.536,0.83
1992,8,8,0.000,0.000,0.000,0.000,23.200,-4.124,4.560,0.000,0.000,0.000,265.467,5.714,0.000,0.000,1.259,1.259,0.86
1992,8,9,0.000,0.000,0.000,0.000,23.100,-4.124,4.660,0.000,0.000,0.000,260.807,4.682,0.000,0.000,1.032,1.032,0.75
1992,8,10,10.500,0.000,0.000,0.000,15.500,6.376,1.750,6.376,1.648,4.419,263.476,7.458,0.000,0.309,1.643,1.952,1.11
1992,8,11,1.640,0.000,0.000,0.000,15.400,-2.484,3.570,0.000,0.000,0.000,259.906,6.112,0.000,0.000,1.347,1.347,1.16
1992,8,12,0.900,0.000,0.000,0.000,15.800,-3.224,3.310,0.000,0.000,0.000,256.596,5.008,0.000,0.000,1.103,1.103,2.13
1992,8,13,0.150,0.000,0.000,0.000,16.400,-3.974,3.420,0.000,0.000,0.000,253.176,4.104,0.000,0.000,0.904,0.904,1.05
1992,8,14,10.410,0.000,0.000,0.000,15.000,6.286,2.380,6.286,1.580,4.411,255.206,6.977,0.000,0.295,1.537,1.833,0.95
1992,8,15,2.130,0.000,0.000,0.000,14.700,-1.994,3.220,0.000,0.000,0.000,251.986,5.718,0.000,0.000,1.260,1.260,1.16
1992,8,16,0.000,0.000,0.000,0.000,16.300,-4.124,3.480,0.000,0.000,0.000,248.506,4.685,0.000,0.000,1.032,1.032,0.77
1992,8,17,0.000,0.000,0.000,0.000,18.800,-4.124,3.890,0.000,0.000,0.000,244.616,3.840,0.000,0.000,0.846,0.846,0.69
1992,8,18,0.000,0.000,0.000,0.000,20.000,-4.124,4.080,0.000,0.000,0.000,240.536,3.146,0.000,0.000,0.693,0.693,0.75
1992,8,19,0.090,0.000,0.000,0.000,21.300,-4.034,3.770,0.000,0.000,0.000,236.766,2.578,0.000,0.000,0.568,0.568,0.75
1992,8,20,9.330,0.000,0.000,0.000,21.100,5.206,3.850,5.206,1.228,3.750,236.666,5.185,0.000,0.229,1.142,1.371,0.75
1992,8,21,5.060,0.000,0.000,0.000,19.000,0.936,3.260,0.936,0.221,0.674,234.080,4.802,0.000,0.041,1.058,1.099,1.47
1992,8,22,0.840,0.000,0.000,0.000,18.400,-3.284,3.330,0.000,0.000,0.000,230.750,3.935,0.000,0.000,0.867,0.867,0.83
1992,8,23,6.090,0.000,0.000,0.000,17.000,1.966,2.710,1.966,0.452,1.429,229.470,4.396,0.000,0.084,0.968,1.053,0.82
1992,8,24,0.240,0.000,0.000,0.000,18.300,-3.884,2.950,0.000,0.000,0.000,226.520,3.602,0.000,0.000,0.794,0.794,1.16
1992,8,25,0.000,0.000,0.000,0.000,19.400,-4.124,3.950,0.000,0.000,0.000,222.570,2.952,0.000,0.000,0.650,0.650,0.75
1992,8,26,0.410,0.000,0.000,0.000,21.200,-3.714,3.820,0.000,0.000,0.000,218.750,2.419,0.000,0.000,0.533,0.533,0.70
1992,8,27,0.090,0.000,0.000,0.000,21.000,-4.034,3.290,0.000,0.000,0.000,215.460,1.982,0.000,0.000,0.437,0.437,0.62
1992,8,28,0.020,0.000,0.000,0.000,21.600,-4.104,3.580,0.000,0.000,0.000,211.880,1.624,0.000,0.000,0.358,0.358,0.58
1992,8,29,9.590,0.000,0.000,0.000,19.100,5.466,3.120,5.466,1.159,4.092,212.852,4.684,0.000,0.215,1.032,1.247,0.56
1992,8,30,10.090,0.000,0.000,0.000,16.100,5.966,2.050,5.966,1.271,4.460,215.261,7.493,0.000,0.236,1.651,1.886,2.00
1992,8,31,30.890,0.000,0.000,0.000,16.400,26.766,3.610,26.766,5.762,19.935,231.586,22.476,0.000,1.069,4.952,6.021,0.98
1992,9,1,11.840,0.000,0.000,0.000,9.400,7.716,3.080,7.716,1.782,5.603,234.109,23.009,0.000,0.332,5.069,5.401,8.52
1992,9,2,0.050,0.000,0.000,0.000,13.200,-4.074,3.140,0.000,0.000,0.000,230.969,18.855,0.000,0.000,4.154,4.154,1.73
1992,9,3,6.750,0.000,0.000,0.000,14.000,2.626,2.180,2.626,0.605,1.909,230.698,17.015,0.000,0.113,3.749,3.861,1.14
1992,9,4,18.350,0.000,0.000,0.000,8.800,14.226,2.470,14.226,3.273,10.345,238.572,22.420,0.000,0.609,4.940,5.548,2.62
1992,9,5,5.430,0.000,0.000,0.000,7.500,1.306,2.520,1.306,0.310,0.938,236.990,19.141,0.000,0.058,4.217,4.275,1.87
1992,9,6,0.130,0.000,0.000,0.000,8.300,-3.994,2.610,0.000,0.000,0.000,234.380,15.685,0.000,0.000,3.456,3.456,1.22
1992,9,7,0.000,0.000,0.000,0.000,11.500,-4.124,2.980,0.000,0.000,0.000,231.400,12.853,0.000,0.000,2.832,2.832,1.00
1992,9,8,2.860,0.000,0.000,0.000,12.200,-1.264,0.890,0.000,0.000,0.000,230.510,10.533,0.000,0.000,2.321,2.321,0.89
1992,9,9,4.390,0.000,0.000,0.000,13.400,0.266,1.670,0.266,0.061,0.193,229.033,8.790,0.000,0.011,1.937,1.948,0.93
1992,9,10,2.450,0.000,0.000,0.000,14.100,-1.674,1.970,0.000,0.000,0.000,227.063,7.203,0.000,0.000,1.587,1.587,0.81
1992,9,11,0.170,0.000,0.000,0.000,14.900,-3.954,2.670,0.000,0.000,0.000,224.393,5.902,0.000,0.000,1.300,1.300,0.79
1992,9,12,0.080,0.000,0.000,0.000,14.700,-4.044,1.770,0.000,0.000,0.000,222.623,4.837,0.000,0.000,1.066,1.066,0.74
1992,9,13,0.050,0.000,0.000,0.000,14.700,-4.074,2.280,0.000,0.000,0.000,220.343,3.964,0.000,0.000,0.873,0.873,0.69
1992,9,14,16.340,0.000,0.000,0.000,12.500,12.216,1.000,12.216,2.689,9.027,228.371,10.645,0.000,0.499,2.345,2.845,1.25
1992,9,15,0.710,0.000,0.000,0.000,13.500,-3.414,1.910,0.000,0.000,0.000,226.461,8.723,0.000,0.000,1.922,1.922,1.04
1992,9,16,0.000,0.000,0.000,0.000,14.200,-4.124,2.570,0.000,0.000,0.000,223.891,7.148,0.000,0.000,1.575,1.575,0.82
1992,9,17,0.000,0.000,0.000,0.000,14.500,-4.124,2.690,0.000,0.000,0.000,221.201,5.858,0.000,0.000,1.291,1.291,0.74
1992,9,18,0.500,0.000,0.000,0.000,15.200,-3.624,2.470,0.000,0.000,0.000,218.731,4.800,0.000,0.000,1.058,1.058,0.70
1992,9,19,4.690,0.000,0.000,0.000,14.900,0.566,1.510,0.566,0.124,0.419,217.640,4.277,0.000,0.023,0.942,0.965,0.67
1992,9,20,0.210,0.000,0.000,0.000,14.800,-3.914,1.760,0.000,0.000,0.000,215.880,3.505,0.000,0.000,0.772,0.772,0.58
1992,9,21,0.040,0.000,0.000,0.000,15.000,-4.084,2.450,0.000,0.000,0.000,213.430,2.872,0.000,0.000,0.633,0.633,0.58
1992,9,22,0.000,0.000,0.000,0.000,16.400,-4.124,2.870,0.000,0.000,0.000,210.560,2.354,0.000,0.000,0.519,0.519,0.56
1992,9,23,6.130,0.000,0.000,0.000,12.600,2.006,0.800,2.006,0.423,1.505,211.265,3.162,0.000,0.078,0.697,0.775,0.55
1992,9,24,2.130,0.000,0.000,0.000,12.400,-1.994,1.260,0.000,0.000,0.000,210.005,2.591,0.000,0.000,0.571,0.571,0.63
1992,9,25,0.020,0.000,0.000,0.000,13.400,-4.104,2.210,0.000,0.000,0.000,207.795,2.123,0.000,0.000,0.468,0.468,0.56
1992,9,26,0.000,0.000,0.000,0.000,13.900,-4.124,2.310,0.000,0.000,0.000,205.485,1.740,0.000,0.000,0.383,0.383,0.50
1992,9,27,0.000,0.000,0.000,0.000,15.200,-4.124,2.490,0.000,0.000,0.000,202.995,1.426,0.000,0.000,0.314,0.314,0.43
1992,9,28,1.640,0.000,0.000,0.000,13.800,-2.484,1.040,0.000,0.000,0.000,201.955,1.168,0.000,0.000,0.257,0.257,0.43
1992,9,29,18.460,0.000,0.000,0.000,10.800,14.336,0.870,14.336,2.903,10.896,211.980,9.886,0.000,0.537,2.178,2.715,0.99
1992,9,30,0.120,0.000,0.000,0.000,11.100,-4.004,1.210,0.000,0.000,0.000,210.770,8.101,0.000,0.000,1.785,1.785,0.83
1992,10,1,0.650,0.000,0.000,0.000,11.200,-3.474,1.350,0.000,0.000,0.000,209.420,6.639,0.000,0.000,1.463,1.463,0.61
1992,10,2,8.420,0.000,0.000,0.000,10.200,4.296,1.270,4.296,0.901,3.228,211.379,8.085,0.000,0.167,1.781,1.948,0.61
1992,10,3,1.510,0.000,0.000,0.000,10.900,-2.614,1.510,0.000,0.000,0.000,209.869,6.626,0.000,0.000,1.460,1.460,0.68
1992,10,4,1.090,0.000,0.000,0.000,9.900,-3.034,0.670,0.000,0.000,0.000,209.199,5.429,0.000,0.000,1.196,1.196,0.50
1992,10,5,2.620,0.000,0.000,0.000,9.400,-1.504,0.970,0.000,0.000,0.000,208.229,4.449,0.000,0.000,0.980,0.980,0.48
1992,10,6,8.470,0.000,0.000,0.000,10.200,4.346,1.550,4.346,0.906,3.272,209.950,6.327,0.000,0.168,1.394,1.562,0.61
1992,10,7,11.930,0.000,0.000,0.000,10.200,7.806,1.130,7.806,1.641,5.861,214.681,9.988,0.000,0.304,2.200,2.505,1.16
1992,10,8,0.030,0.000,0.000,0.000,11.000,-4.094,1.610,0.000,0.000,0.000,213.071,8.184,0.000,0.000,1.803,1.803,0.88
1992,10,9,0.110,0.000,0.000,0.000,10.800,-4.014,1.540,0.000,0.000,0.000,211.531,6.707,0.000,0.000,1.478,1.478,0.64
1992,10,10,3.570,0.000,0.000,0.000,9.300,-0.554,1.010,0.000,0.000,0.000,210.521,5.496,0.000,0.000,1.211,1.211,0.55
1992,10,11,1.480,0.000,0.000,0.000,8.500,-2.644,0.660,0.000,0.000,0.000,209.861,4.504,0.000,0.000,0.992,0.992,0.48
1992,10,12,0.710,0.000,0.000,0.000,7.900,-3.414,0.880,0.000,0.000,0.000,208.981,3.691,0.000,0.000,0.813,0.813,0.47
1992,10,13,0.020,0.000,0.000,0.000,7.900,-4.104,1.130,0.000,0.000,0.000,207.851,3.024,0.000,0.000,0.666,0.666,0.47
1992,10,14,0.000,0.000,0.000,0.000,8.600,-4.124,1.340,0.000,0.000,0.000,206.511,2.478,0.000,0.000,0.546,0.546,0.47
1992,10,15,3.750,0.000,0.000,0.000,7.500,-0.374,0.410,0.000,0.000,0.000,206.101,2.031,0.000,0.000,0.447,0.447,0.46
1992,10,16,4.590,0.000,0.000,0.000,4.600,0.466,0.870,0.466,0.096,0.352,205.583,1.953,0.000,0.018,0.430,0.448,0.44
1992,10,17,14.010,0.000,0.000,0.000,2.200,9.886,0.340,9.886,2.036,7.472,212.716,7.723,0.000,0.377,1.702,2.079,0.81
1992,10,18,3.560,0.000,0.000,0.000,1.400,-0.564,0.800,0.000,0.000,0.000,211.916,6.329,0.000,0.000,1.394,1.394,1.32
1992,10,19,0.030,0.000,0.000,0.000,2.500,-4.094,0.980,0.000,0.000,0.000,210.936,5.186,0.000,0.000,1.143,1.143,0.80
1992,10,20,3.620,0.000,0.000,0.000,5.400,-0.504,0.820,0.000,0.000,0.000,210.116,4.250,0.000,0.000,0.936,0.936,0.64
1992,10,21,13.430,0.000,0.000,0.000,2.900,9.306,0.220,9.306,1.958,6.986,216.881,9.207,0.000,0.363,2.028,2.391,1.47
1992,10,22,6.240,0.000,0.000,0.000,1.600,2.116,0.830,2.116,0.459,1.572,217.623,8.833,0.000,0.085,1.946,2.031,1.40
1992,10,23,6.200,0.000,0.000,0.000,0.300,2.076,0.610,2.076,0.452,1.540,218.554,8.501,0.000,0.084,1.873,1.957,0.91
1992,10,24,11.470,0.000,0.000,0.000,1.900,7.346,0.560,7.346,1.605,5.443,223.437,11.427,0.000,0.298,2.517,2.815,1.37
1992,10,25,18.560,0.000,0.000,0.000,3.600,14.436,0.270,14.436,3.221,10.617,233.784,18.064,0.000,0.598,3.980,4.578,2.75
1992,10,26,7.520,0.000,0.000,0.000,3.300,3.396,0.360,3.396,0.791,2.457,235.881,16.816,0.000,0.147,3.705,3.852,2.92
1992,10,27,2.300,0.000,0.000,0.000,3.200,-1.824,0.430,0.000,0.000,0.000,235.451,13.780,0.000,0.000,3.036,3.036,1.42
1992,10,28,9.690,0.000,0.000,0.000,6.100,5.566,0.580,5.566,1.306,4.017,238.889,14.584,0.000,0.243,3.213,3.456,1.38
1992,10,29,8.600,0.000,0.000,0.000,4.900,4.476,0.990,4.476,1.065,3.213,241.112,14.584,0.000,0.198,3.213,3.412,4.36
1992,10,30,1.260,0.000,0.000,0.000,2.600,-2.864,0.520,0.000,0.000,0.000,240.592,11.951,0.000,0.000,2.633,2.633,1.65
1992,10,31,4.250,0.000,0.000,0.000,2.700,0.126,0.410,0.126,0.030,0.090,240.272,9.867,0.000,0.006,2.174,2.180,1.09
1992,11,1,0.950,0.000,0.000,0.000,4.300,-3.174,0.490,0.000,0.000,0.000,239.782,8.086,0.000,0.000,1.781,1.781,0.82
